essay_id,prompt_name,predicted,holistic_score,prompt_id,src
5d65b58,Driverless cars,True,3,3,kaggle-only
99eb2f4,Driverless cars,True,4,3,kaggle-only
069cd67,Driverless cars,True,4,3,kaggle-only
84f0f81,Driverless cars,True,4,3,kaggle-only
6dc6b0a,Driverless cars,True,3,3,kaggle-only
30a39cd,Driverless cars,True,3,3,kaggle-only
834ec54,Driverless cars,True,3,3,kaggle-only
dd7fb1a,Driverless cars,True,2,3,kaggle-only
32bc1ed,Driverless cars,True,4,3,kaggle-only
bbe2d2e,Driverless cars,True,1,3,kaggle-only
62b65c4,Driverless cars,True,3,3,kaggle-only
537f360,Driverless cars,True,3,3,kaggle-only
9a6bbd2,Driverless cars,True,3,3,kaggle-only
87c8652,Driverless cars,True,3,3,kaggle-only
fd0351b,Driverless cars,True,2,3,kaggle-only
b7a85c7,Driverless cars,True,3,3,kaggle-only
74e6cc1,Driverless cars,True,3,3,kaggle-only
05e6736,Driverless cars,True,3,3,kaggle-only
36e6143,Driverless cars,True,4,3,kaggle-only
b2bef39,Driverless cars,True,2,3,kaggle-only
e164e8c,Driverless cars,True,4,3,kaggle-only
201f6a9,Driverless cars,True,2,3,kaggle-only
a208781,Driverless cars,True,4,3,kaggle-only
0ee7d80,Driverless cars,True,3,3,kaggle-only
6e0cafb,Driverless cars,True,3,3,kaggle-only
60acb0c,Driverless cars,True,4,3,kaggle-only
2792d0f,Driverless cars,True,4,3,kaggle-only
890d02c,Driverless cars,True,3,3,kaggle-only
72f273b,Driverless cars,True,4,3,kaggle-only
c6db974,Driverless cars,True,4,3,kaggle-only
0e73ffd,Driverless cars,True,4,3,kaggle-only
e16a336,Driverless cars,True,4,3,kaggle-only
2d1ecbe,Driverless cars,True,4,3,kaggle-only
5316172,Driverless cars,True,3,3,kaggle-only
54fd7fc,Driverless cars,True,3,3,kaggle-only
0b9d88d,Driverless cars,True,5,3,kaggle-only
e0eb3ac,Driverless cars,True,3,3,kaggle-only
628c245,Driverless cars,True,3,3,kaggle-only
1cfb413,Driverless cars,True,3,3,kaggle-only
a655a6f,Driverless cars,True,3,3,kaggle-only
a79a19f,Driverless cars,True,5,3,kaggle-only
d493980,Driverless cars,True,3,3,kaggle-only
06a0e57,Driverless cars,True,3,3,kaggle-only
57c0651,Driverless cars,True,4,3,kaggle-only
3641b74,Driverless cars,True,3,3,kaggle-only
a2cc5e2,Driverless cars,True,1,3,kaggle-only
9d21d81,Driverless cars,True,4,3,kaggle-only
59993ff,Driverless cars,True,4,3,kaggle-only
4b98b72,Driverless cars,True,3,3,kaggle-only
62b0697,Driverless cars,True,2,3,kaggle-only
79a9cda,Driverless cars,True,2,3,kaggle-only
379432c,Driverless cars,True,4,3,kaggle-only
bfd4a19,Driverless cars,True,3,3,kaggle-only
7df2dbf,Driverless cars,True,2,3,kaggle-only
72c274b,Driverless cars,True,4,3,kaggle-only
5caf763,Driverless cars,True,3,3,kaggle-only
e9fd355,Driverless cars,True,4,3,kaggle-only
a226459,Driverless cars,True,4,3,kaggle-only
25811d9,Driverless cars,True,4,3,kaggle-only
98a1e0f,Driverless cars,True,4,3,kaggle-only
b87a989,Driverless cars,True,3,3,kaggle-only
028d00e,Driverless cars,True,3,3,kaggle-only
05c2752,Driverless cars,True,2,3,kaggle-only
c0dff67,Driverless cars,True,3,3,kaggle-only
1c8c585,Driverless cars,True,3,3,kaggle-only
2fa6216,Driverless cars,True,3,3,kaggle-only
fc59dc3,Driverless cars,True,3,3,kaggle-only
d4c6797,Driverless cars,True,4,3,kaggle-only
ba59149,Driverless cars,True,4,3,kaggle-only
8988281,Driverless cars,True,2,3,kaggle-only
f03ad07,Driverless cars,True,3,3,kaggle-only
7c4d4fa,Driverless cars,True,5,3,kaggle-only
692a8e5,Driverless cars,True,4,3,kaggle-only
9ac0f34,Driverless cars,True,4,3,kaggle-only
7e3cc3a,Driverless cars,True,2,3,kaggle-only
1839865,Driverless cars,True,2,3,kaggle-only
96addd4,Driverless cars,True,3,3,kaggle-only
5ef684b,Driverless cars,True,2,3,kaggle-only
9cc61ec,Driverless cars,True,4,3,kaggle-only
260eeff,Driverless cars,True,3,3,kaggle-only
bdaa1b9,Driverless cars,True,2,3,kaggle-only
103d884,Driverless cars,True,4,3,kaggle-only
2e43333,Driverless cars,True,4,3,kaggle-only
f4b3647,Driverless cars,True,4,3,kaggle-only
188dc58,Driverless cars,True,4,3,kaggle-only
4923deb,Driverless cars,True,2,3,kaggle-only
a4fb48d,Driverless cars,True,4,3,kaggle-only
84efabc,Driverless cars,True,3,3,kaggle-only
29388ff,Driverless cars,True,4,3,kaggle-only
e3f5cb0,Driverless cars,True,3,3,kaggle-only
4451061,Driverless cars,True,3,3,kaggle-only
e27d629,Driverless cars,True,4,3,kaggle-only
e354650,Driverless cars,True,4,3,kaggle-only
a698bb4,Driverless cars,True,3,3,kaggle-only
cfe9cbf,Driverless cars,True,1,3,kaggle-only
6b6da28,Driverless cars,True,2,3,kaggle-only
54244e4,Driverless cars,True,3,3,kaggle-only
0785120,Driverless cars,True,4,3,kaggle-only
74f8a54,Driverless cars,True,3,3,kaggle-only
f292c00,Driverless cars,True,4,3,kaggle-only
e5b83a8,Driverless cars,True,3,3,kaggle-only
0c4420d,Driverless cars,True,2,3,kaggle-only
db5f317,Driverless cars,True,4,3,kaggle-only
d4658a2,Driverless cars,True,3,3,kaggle-only
7e8e2c9,Driverless cars,True,2,3,kaggle-only
7e4ede0,Driverless cars,True,4,3,kaggle-only
d1cc50d,Driverless cars,True,3,3,kaggle-only
d4a0406,Driverless cars,True,4,3,kaggle-only
b5403e4,Driverless cars,True,2,3,kaggle-only
499367b,Driverless cars,True,3,3,kaggle-only
85d6bbe,Driverless cars,True,3,3,kaggle-only
27e6dd8,Driverless cars,True,3,3,kaggle-only
aa15257,Driverless cars,True,4,3,kaggle-only
7913c3a,Driverless cars,True,2,3,kaggle-only
ead0533,Driverless cars,True,4,3,kaggle-only
a7efa1a,Driverless cars,True,4,3,kaggle-only
cb8c409,Driverless cars,True,3,3,kaggle-only
18afcad,Driverless cars,True,2,3,kaggle-only
15c7e62,Driverless cars,True,4,3,kaggle-only
def966f,Driverless cars,True,3,3,kaggle-only
4599969,Driverless cars,True,3,3,kaggle-only
6dc2f1b,Driverless cars,True,4,3,kaggle-only
8863d36,Driverless cars,True,4,3,kaggle-only
0674a38,Driverless cars,True,4,3,kaggle-only
8188cea,Driverless cars,True,4,3,kaggle-only
5a92ac6,Driverless cars,True,5,3,kaggle-only
7ede8e2,Driverless cars,True,2,3,kaggle-only
1e7551f,Driverless cars,True,4,3,kaggle-only
fbb6e0e,Driverless cars,True,4,3,kaggle-only
3916a44,Driverless cars,True,3,3,kaggle-only
2d04b73,Driverless cars,True,3,3,kaggle-only
2bd6f85,Driverless cars,True,2,3,kaggle-only
6be0f72,Driverless cars,True,5,3,kaggle-only
385ea97,Driverless cars,True,3,3,kaggle-only
2d9b9c4,Driverless cars,True,4,3,kaggle-only
4cf5c8c,Driverless cars,True,3,3,kaggle-only
fc98949,Driverless cars,True,3,3,kaggle-only
da76745,Driverless cars,True,1,3,kaggle-only
979bea4,Driverless cars,True,4,3,kaggle-only
bbe93c1,Driverless cars,True,4,3,kaggle-only
4146edb,Driverless cars,True,4,3,kaggle-only
4a12dd2,Driverless cars,True,3,3,kaggle-only
cfa17b8,Driverless cars,True,3,3,kaggle-only
472298b,Driverless cars,True,3,3,kaggle-only
0d20e93,Driverless cars,True,2,3,kaggle-only
a3d5702,Driverless cars,True,4,3,kaggle-only
7d38751,Driverless cars,True,3,3,kaggle-only
a8543d2,Driverless cars,True,3,3,kaggle-only
b086887,Driverless cars,True,3,3,kaggle-only
61e1ab3,Driverless cars,True,4,3,kaggle-only
1f3d9fd,Driverless cars,True,3,3,kaggle-only
4fa4ee8,Driverless cars,True,4,3,kaggle-only
95e6b7a,Driverless cars,True,4,3,kaggle-only
94ea768,Driverless cars,True,5,3,kaggle-only
94280f2,Driverless cars,True,4,3,kaggle-only
17a36e4,Driverless cars,True,3,3,kaggle-only
2cf54a7,Driverless cars,True,4,3,kaggle-only
b655bf5,Driverless cars,True,4,3,kaggle-only
5ac9060,Driverless cars,True,4,3,kaggle-only
3fc6349,Driverless cars,True,3,3,kaggle-only
8831275,Driverless cars,True,5,3,kaggle-only
6972b2f,Driverless cars,True,4,3,kaggle-only
769ffb8,Driverless cars,True,3,3,kaggle-only
9ec345f,Driverless cars,True,2,3,kaggle-only
630114f,Driverless cars,True,4,3,kaggle-only
b2317e0,Driverless cars,True,2,3,kaggle-only
807c627,Driverless cars,True,2,3,kaggle-only
90bba6c,Driverless cars,True,4,3,kaggle-only
5b06e68,Driverless cars,True,4,3,kaggle-only
7d9fdd6,Driverless cars,True,4,3,kaggle-only
fec54e7,Driverless cars,True,5,3,kaggle-only
b5a1979,Driverless cars,True,4,3,kaggle-only
f40883e,Driverless cars,True,1,3,kaggle-only
95100d2,Driverless cars,True,3,3,kaggle-only
308e4ca,Driverless cars,True,5,3,kaggle-only
15f3aec,Driverless cars,True,3,3,kaggle-only
3671cdd,Driverless cars,True,3,3,kaggle-only
b59e6e2,Driverless cars,True,4,3,kaggle-only
7f6d300,Driverless cars,True,3,3,kaggle-only
b3f2446,Driverless cars,True,4,3,kaggle-only
54a0093,Driverless cars,True,4,3,kaggle-only
2444a41,Driverless cars,True,3,3,kaggle-only
7a4f314,Driverless cars,True,4,3,kaggle-only
12e0df6,Driverless cars,True,2,3,kaggle-only
427013e,Driverless cars,True,3,3,kaggle-only
2b8abd3,Driverless cars,True,2,3,kaggle-only
95f5a82,Driverless cars,True,3,3,kaggle-only
9c1a3b2,Driverless cars,True,3,3,kaggle-only
83b61bd,Driverless cars,True,4,3,kaggle-only
9a57298,Driverless cars,True,4,3,kaggle-only
7d9484d,Driverless cars,True,4,3,kaggle-only
93fd504,Driverless cars,True,4,3,kaggle-only
e430494,Driverless cars,True,4,3,kaggle-only
0e680b3,Driverless cars,True,4,3,kaggle-only
df83cb3,Driverless cars,True,2,3,kaggle-only
cedeccc,Driverless cars,True,5,3,kaggle-only
ea860f6,Driverless cars,True,3,3,kaggle-only
1f78438,Driverless cars,True,4,3,kaggle-only
2364b68,Driverless cars,True,3,3,kaggle-only
d9738d3,Driverless cars,True,6,3,kaggle-only
bf903ae,Driverless cars,True,4,3,kaggle-only
81826e1,Driverless cars,True,3,3,kaggle-only
111c03c,Driverless cars,True,2,3,kaggle-only
efd13e6,Driverless cars,True,4,3,kaggle-only
05d73d1,Driverless cars,True,2,3,kaggle-only
7fec8f4,Driverless cars,True,4,3,kaggle-only
f63046e,Driverless cars,True,3,3,kaggle-only
731cf48,Driverless cars,True,2,3,kaggle-only
bb94c1d,Driverless cars,True,3,3,kaggle-only
3fa6785,Driverless cars,True,3,3,kaggle-only
5e47d03,Driverless cars,True,3,3,kaggle-only
a3e01b5,Driverless cars,True,4,3,kaggle-only
22272c7,Driverless cars,True,3,3,kaggle-only
93187ee,Driverless cars,True,4,3,kaggle-only
2ec88c1,Driverless cars,True,3,3,kaggle-only
89b22e4,Driverless cars,True,4,3,kaggle-only
3b9e818,Driverless cars,True,3,3,kaggle-only
759d361,Driverless cars,True,4,3,kaggle-only
0a01969,Driverless cars,True,4,3,kaggle-only
23649bd,Driverless cars,True,4,3,kaggle-only
e7c4902,Driverless cars,True,4,3,kaggle-only
6bf05a5,Driverless cars,True,3,3,kaggle-only
2ece958,Driverless cars,True,4,3,kaggle-only
0c6c628,Driverless cars,True,2,3,kaggle-only
43bbaee,Driverless cars,True,4,3,kaggle-only
c262f42,Driverless cars,True,3,3,kaggle-only
04ef8ff,Driverless cars,True,3,3,kaggle-only
23e63ae,Driverless cars,True,3,3,kaggle-only
3953491,Driverless cars,True,2,3,kaggle-only
f175389,Driverless cars,True,4,3,kaggle-only
1d2584d,Driverless cars,True,2,3,kaggle-only
939a1a1,Driverless cars,True,3,3,kaggle-only
969205c,Driverless cars,True,3,3,kaggle-only
87a984f,Driverless cars,True,3,3,kaggle-only
acffb3c,Driverless cars,True,4,3,kaggle-only
476dee5,Driverless cars,True,2,3,kaggle-only
f10818c,Driverless cars,True,4,3,kaggle-only
fb1eb8c,Driverless cars,True,4,3,kaggle-only
d8a1d51,Driverless cars,True,2,3,kaggle-only
e3f6385,Driverless cars,True,3,3,kaggle-only
dc13e1b,Driverless cars,True,2,3,kaggle-only
b8bff70,Driverless cars,True,3,3,kaggle-only
7655f0b,Driverless cars,True,3,3,kaggle-only
f458714,Driverless cars,True,5,3,kaggle-only
02d1c60,Driverless cars,True,2,3,kaggle-only
d4dfd0f,Driverless cars,True,5,3,kaggle-only
da9e82a,Driverless cars,True,4,3,kaggle-only
a3a8a5b,Driverless cars,True,3,3,kaggle-only
4f4cefa,Driverless cars,True,2,3,kaggle-only
e38f2ec,Driverless cars,True,3,3,kaggle-only
3a2ffd1,Driverless cars,True,4,3,kaggle-only
a52b535,Driverless cars,True,5,3,kaggle-only
4a8d31e,Driverless cars,True,4,3,kaggle-only
4347687,Driverless cars,True,4,3,kaggle-only
4fb4ef6,Driverless cars,True,3,3,kaggle-only
e5a3667,Driverless cars,True,4,3,kaggle-only
0b8fea3,Driverless cars,True,3,3,kaggle-only
f1438af,Driverless cars,True,4,3,kaggle-only
7a5d972,Driverless cars,True,3,3,kaggle-only
e18a71c,Driverless cars,True,3,3,kaggle-only
c814755,Driverless cars,True,4,3,kaggle-only
04128c7,Driverless cars,True,3,3,kaggle-only
e6ce72d,Driverless cars,True,2,3,kaggle-only
6cf5ae1,Driverless cars,True,4,3,kaggle-only
995ce5c,Driverless cars,True,3,3,kaggle-only
81c231f,Driverless cars,True,2,3,kaggle-only
84d7c0e,Driverless cars,True,2,3,kaggle-only
a63ff90,Driverless cars,True,2,3,kaggle-only
866e250,Driverless cars,True,4,3,kaggle-only
aa3caf0,Driverless cars,True,2,3,kaggle-only
b6b4127,Driverless cars,True,2,3,kaggle-only
1e2c5f1,Driverless cars,True,3,3,kaggle-only
9a6daae,Driverless cars,True,3,3,kaggle-only
ce1d3dd,Driverless cars,True,3,3,kaggle-only
da8033f,Driverless cars,True,2,3,kaggle-only
b1df371,Driverless cars,True,2,3,kaggle-only
ef70f74,Driverless cars,True,4,3,kaggle-only
b44edd8,Driverless cars,True,4,3,kaggle-only
b15e5d1,Driverless cars,True,4,3,kaggle-only
536f737,Driverless cars,True,3,3,kaggle-only
e2d9a03,Driverless cars,True,4,3,kaggle-only
4c6248a,Driverless cars,True,3,3,kaggle-only
bd79de4,Driverless cars,True,3,3,kaggle-only
bbe4b84,Driverless cars,True,3,3,kaggle-only
8ec9dfa,Driverless cars,True,4,3,kaggle-only
8096d1d,Driverless cars,True,4,3,kaggle-only
1a51b71,Driverless cars,True,4,3,kaggle-only
6c35427,Driverless cars,True,4,3,kaggle-only
13c7a43,Driverless cars,True,4,3,kaggle-only
06333c3,Driverless cars,True,3,3,kaggle-only
f7c3307,Driverless cars,True,3,3,kaggle-only
153e8fe,Driverless cars,True,2,3,kaggle-only
292e15a,Driverless cars,True,3,3,kaggle-only
5197fb7,Driverless cars,True,4,3,kaggle-only
4afe849,Driverless cars,True,3,3,kaggle-only
fdfee4a,Driverless cars,True,3,3,kaggle-only
e224edd,Driverless cars,True,3,3,kaggle-only
4ed8b25,Driverless cars,True,2,3,kaggle-only
0c5e863,Driverless cars,True,2,3,kaggle-only
58ca596,Driverless cars,True,3,3,kaggle-only
e73e482,Driverless cars,True,3,3,kaggle-only
a540d37,Driverless cars,True,3,3,kaggle-only
d3ac360,Driverless cars,True,2,3,kaggle-only
36050fb,Driverless cars,True,4,3,kaggle-only
f2bc006,Driverless cars,True,2,3,kaggle-only
b1b6428,Driverless cars,True,1,3,kaggle-only
cae9df8,Driverless cars,True,4,3,kaggle-only
6a30fc8,Driverless cars,True,4,3,kaggle-only
69715eb,Driverless cars,True,2,3,kaggle-only
138ecab,Driverless cars,True,4,3,kaggle-only
a94515c,Driverless cars,True,3,3,kaggle-only
1f71276,Driverless cars,True,2,3,kaggle-only
59e3ebc,Driverless cars,True,4,3,kaggle-only
b5c151d,Driverless cars,True,3,3,kaggle-only
01a0d33,Driverless cars,True,3,3,kaggle-only
83f3a78,Driverless cars,True,2,3,kaggle-only
2b237a3,Driverless cars,True,3,3,kaggle-only
896d775,Driverless cars,True,2,3,kaggle-only
abcc9c9,Driverless cars,True,4,3,kaggle-only
cd9cf36,Driverless cars,True,2,3,kaggle-only
169fccf,Driverless cars,True,4,3,kaggle-only
778e6fd,Driverless cars,True,3,3,kaggle-only
cfec3bc,Driverless cars,True,4,3,kaggle-only
7b6cbe9,Driverless cars,True,4,3,kaggle-only
e2ba02d,Driverless cars,True,2,3,kaggle-only
70e2f22,Driverless cars,True,4,3,kaggle-only
d0fdfd2,Driverless cars,True,2,3,kaggle-only
76c4a29,Driverless cars,True,2,3,kaggle-only
e7cb0c2,Driverless cars,True,2,3,kaggle-only
77418ee,Driverless cars,True,4,3,kaggle-only
e941b58,Driverless cars,True,4,3,kaggle-only
d71a079,Driverless cars,True,3,3,kaggle-only
c76c83a,Driverless cars,True,3,3,kaggle-only
8a12bfd,Driverless cars,True,2,3,kaggle-only
6929797,Driverless cars,True,2,3,kaggle-only
d70fe0c,Driverless cars,True,4,3,kaggle-only
9f8981c,Driverless cars,True,4,3,kaggle-only
f14d681,Driverless cars,True,3,3,kaggle-only
e7a538c,Driverless cars,True,2,3,kaggle-only
255b12f,Driverless cars,True,3,3,kaggle-only
cf0d95b,Driverless cars,True,4,3,kaggle-only
81d7947,Driverless cars,True,4,3,kaggle-only
05592d5,Driverless cars,True,5,3,kaggle-only
429f1e2,Driverless cars,True,2,3,kaggle-only
0345980,Driverless cars,True,4,3,kaggle-only
0f4a9a2,Driverless cars,True,4,3,kaggle-only
9939305,Driverless cars,True,4,3,kaggle-only
18621a8,Driverless cars,True,3,3,kaggle-only
846448e,Driverless cars,True,3,3,kaggle-only
4b3357a,Driverless cars,True,4,3,kaggle-only
dc4b765,Driverless cars,True,4,3,kaggle-only
824469b,Driverless cars,True,4,3,kaggle-only
1e14a01,Driverless cars,True,2,3,kaggle-only
6c4842f,Driverless cars,True,3,3,kaggle-only
60782e9,Driverless cars,True,3,3,kaggle-only
ccf34f3,Driverless cars,True,2,3,kaggle-only
0d125d4,Driverless cars,True,4,3,kaggle-only
ad06321,Driverless cars,True,2,3,kaggle-only
9074727,Driverless cars,True,4,3,kaggle-only
7870511,Driverless cars,True,3,3,kaggle-only
65fc941,Driverless cars,True,4,3,kaggle-only
fe971cf,Driverless cars,True,4,3,kaggle-only
c5b7d0c,Driverless cars,True,2,3,kaggle-only
f69ba8e,Driverless cars,True,4,3,kaggle-only
8fc1fe9,Driverless cars,True,3,3,kaggle-only
9e6d437,Driverless cars,True,4,3,kaggle-only
818e2c1,Driverless cars,True,4,3,kaggle-only
f37b69b,Driverless cars,True,4,3,kaggle-only
28f67c4,Driverless cars,True,2,3,kaggle-only
cc7e82a,Driverless cars,True,3,3,kaggle-only
d81bdc5,Driverless cars,True,4,3,kaggle-only
6657141,Driverless cars,True,4,3,kaggle-only
15b7ad2,Driverless cars,True,4,3,kaggle-only
b6f9938,Driverless cars,True,4,3,kaggle-only
5d56c67,Driverless cars,True,3,3,kaggle-only
17ec828,Driverless cars,True,4,3,kaggle-only
2ed15ef,Driverless cars,True,4,3,kaggle-only
3e63dd4,Driverless cars,True,3,3,kaggle-only
467b271,Driverless cars,True,3,3,kaggle-only
7f7af36,Driverless cars,True,4,3,kaggle-only
5a1f872,Driverless cars,True,2,3,kaggle-only
69a1180,Driverless cars,True,3,3,kaggle-only
d1ec52e,Driverless cars,True,4,3,kaggle-only
1c3aaf7,Driverless cars,True,2,3,kaggle-only
8241d9b,Driverless cars,True,4,3,kaggle-only
c7fa2e7,Driverless cars,True,2,3,kaggle-only
8bbadfe,Driverless cars,True,4,3,kaggle-only
0c2f27d,Driverless cars,True,4,3,kaggle-only
4fa9d9c,Driverless cars,True,4,3,kaggle-only
a79494d,Driverless cars,True,3,3,kaggle-only
b9514fb,Driverless cars,True,4,3,kaggle-only
fd5869f,Driverless cars,True,4,3,kaggle-only
7d7d712,Driverless cars,True,3,3,kaggle-only
774fac3,Driverless cars,True,2,3,kaggle-only
d9d981c,Driverless cars,True,3,3,kaggle-only
56ecb8f,Driverless cars,True,4,3,kaggle-only
13ce90a,Driverless cars,True,3,3,kaggle-only
c2f586f,Driverless cars,True,4,3,kaggle-only
b9f493c,Driverless cars,True,4,3,kaggle-only
99986d6,Driverless cars,True,3,3,kaggle-only
1a14e33,Driverless cars,True,4,3,kaggle-only
e91124e,Driverless cars,True,4,3,kaggle-only
b3734f1,Driverless cars,True,4,3,kaggle-only
2e3e13b,Driverless cars,True,2,3,kaggle-only
3dea620,Driverless cars,True,4,3,kaggle-only
dbd6b54,Driverless cars,True,3,3,kaggle-only
92d24d8,Driverless cars,True,4,3,kaggle-only
790e742,Driverless cars,True,3,3,kaggle-only
c90aba8,Driverless cars,True,4,3,kaggle-only
5c8f827,Driverless cars,True,4,3,kaggle-only
9c6dd12,Driverless cars,True,3,3,kaggle-only
5517825,Driverless cars,True,3,3,kaggle-only
a6e9772,Driverless cars,True,3,3,kaggle-only
77421ce,Driverless cars,True,1,3,kaggle-only
f99f8c7,Driverless cars,True,5,3,kaggle-only
433b244,Driverless cars,True,4,3,kaggle-only
2441f8c,Driverless cars,True,3,3,kaggle-only
12ec9ce,Driverless cars,True,4,3,kaggle-only
15d638e,Driverless cars,True,4,3,kaggle-only
7ac5274,Driverless cars,True,1,3,kaggle-only
7673fe9,Driverless cars,True,4,3,kaggle-only
86bb83d,Driverless cars,True,5,3,kaggle-only
108d15e,Driverless cars,True,4,3,kaggle-only
b03d8d2,Driverless cars,True,2,3,kaggle-only
6aeffd6,Driverless cars,True,3,3,kaggle-only
2bdb51f,Driverless cars,True,1,3,kaggle-only
6b6e638,Driverless cars,True,4,3,kaggle-only
23c08f2,Driverless cars,True,2,3,kaggle-only
3d9d8bf,Driverless cars,True,4,3,kaggle-only
ab4cdb9,Driverless cars,True,3,3,kaggle-only
b996081,Driverless cars,True,1,3,kaggle-only
0065bd6,Driverless cars,True,3,3,kaggle-only
bb2f055,Driverless cars,True,4,3,kaggle-only
fafde91,Driverless cars,True,4,3,kaggle-only
61d3a3a,Driverless cars,True,4,3,kaggle-only
d86e510,Driverless cars,True,2,3,kaggle-only
990a4a3,Driverless cars,True,4,3,kaggle-only
fac4912,Driverless cars,True,4,3,kaggle-only
5b2f5a3,Driverless cars,True,4,3,kaggle-only
03f958f,Driverless cars,True,3,3,kaggle-only
2ce7f8d,Driverless cars,True,3,3,kaggle-only
84ac016,Driverless cars,True,2,3,kaggle-only
c94b689,Driverless cars,True,3,3,kaggle-only
26f358b,Driverless cars,True,4,3,kaggle-only
45da3a8,Driverless cars,True,3,3,kaggle-only
1cb069a,Driverless cars,True,2,3,kaggle-only
2e01bf8,Driverless cars,True,3,3,kaggle-only
6b9e3c2,Driverless cars,True,3,3,kaggle-only
6e41e6f,Driverless cars,True,4,3,kaggle-only
f93c8fd,Driverless cars,True,2,3,kaggle-only
9e34d7d,Driverless cars,True,2,3,kaggle-only
02a1c3a,Driverless cars,True,4,3,kaggle-only
ebb6fff,Driverless cars,True,4,3,kaggle-only
985e46a,Driverless cars,True,4,3,kaggle-only
9a5435b,Driverless cars,True,4,3,kaggle-only
16b2a71,Driverless cars,True,3,3,kaggle-only
73170ca,Driverless cars,True,3,3,kaggle-only
10b9524,Driverless cars,True,3,3,kaggle-only
d11cfd4,Driverless cars,True,4,3,kaggle-only
8ec07ba,Driverless cars,True,3,3,kaggle-only
e3f11a5,Driverless cars,True,4,3,kaggle-only
3a70d68,Driverless cars,True,2,3,kaggle-only
88eaec8,Driverless cars,True,4,3,kaggle-only
55e8f8c,Driverless cars,True,3,3,kaggle-only
1643f02,Driverless cars,True,3,3,kaggle-only
0f200d8,Driverless cars,True,3,3,kaggle-only
80f0b1c,Driverless cars,True,3,3,kaggle-only
06743f8,Driverless cars,True,3,3,kaggle-only
594ab7d,Driverless cars,True,4,3,kaggle-only
7060c69,Driverless cars,True,4,3,kaggle-only
a3fec0b,Driverless cars,True,3,3,kaggle-only
e9c7523,Driverless cars,True,2,3,kaggle-only
d00eb06,Driverless cars,True,2,3,kaggle-only
d5e9a58,Driverless cars,True,2,3,kaggle-only
a941dc2,Driverless cars,True,1,3,kaggle-only
9168693,Driverless cars,True,3,3,kaggle-only
2c64ebc,Driverless cars,True,4,3,kaggle-only
068aea7,Driverless cars,True,3,3,kaggle-only
033a27e,Driverless cars,True,2,3,kaggle-only
6009def,Driverless cars,True,3,3,kaggle-only
3ce3447,Driverless cars,True,2,3,kaggle-only
eca8129,Driverless cars,True,4,3,kaggle-only
040bb8a,Driverless cars,True,4,3,kaggle-only
941e431,Driverless cars,True,3,3,kaggle-only
dbe00b1,Driverless cars,True,3,3,kaggle-only
1fc74a6,Driverless cars,True,4,3,kaggle-only
9b3341c,Driverless cars,True,4,3,kaggle-only
d6277a3,Driverless cars,True,3,3,kaggle-only
706657b,Driverless cars,True,2,3,kaggle-only
93a1ae8,Driverless cars,True,5,3,kaggle-only
de8f65b,Driverless cars,True,4,3,kaggle-only
194eb61,Driverless cars,True,3,3,kaggle-only
096eae9,Driverless cars,True,3,3,kaggle-only
a07f7d0,Driverless cars,True,4,3,kaggle-only
5e99300,Driverless cars,True,3,3,kaggle-only
bc51d06,Driverless cars,True,4,3,kaggle-only
ee1f963,Driverless cars,True,3,3,kaggle-only
0226250,Driverless cars,True,4,3,kaggle-only
82ed376,Driverless cars,True,3,3,kaggle-only
6cbfa0b,Driverless cars,True,4,3,kaggle-only
b390f9a,Driverless cars,True,3,3,kaggle-only
62d5e45,Driverless cars,True,3,3,kaggle-only
99120c9,Driverless cars,True,4,3,kaggle-only
f7ae3a3,Driverless cars,True,4,3,kaggle-only
f0f3cba,Driverless cars,True,4,3,kaggle-only
1580723,Driverless cars,True,2,3,kaggle-only
1a0ee90,Driverless cars,True,3,3,kaggle-only
8bc26eb,Driverless cars,True,2,3,kaggle-only
1d12e5e,Driverless cars,True,3,3,kaggle-only
3c7a135,Driverless cars,True,2,3,kaggle-only
6fe2f23,Driverless cars,True,4,3,kaggle-only
32dc789,Driverless cars,True,4,3,kaggle-only
6f3bdb3,Driverless cars,True,2,3,kaggle-only
db2e4b6,Driverless cars,True,4,3,kaggle-only
26e68ea,Driverless cars,True,3,3,kaggle-only
5baa53b,Driverless cars,True,4,3,kaggle-only
c71cdd0,Driverless cars,True,4,3,kaggle-only
587411b,Driverless cars,True,2,3,kaggle-only
320c246,Driverless cars,True,4,3,kaggle-only
27295aa,Driverless cars,True,3,3,kaggle-only
6cbe737,Driverless cars,True,3,3,kaggle-only
0a9df6a,Driverless cars,True,4,3,kaggle-only
d1c1ac0,Driverless cars,True,3,3,kaggle-only
d0ea34d,Driverless cars,True,3,3,kaggle-only
7a87575,Driverless cars,True,4,3,kaggle-only
4530e97,Driverless cars,True,3,3,kaggle-only
605e033,Driverless cars,True,3,3,kaggle-only
60f98e5,Driverless cars,True,4,3,kaggle-only
82a9cbf,Driverless cars,True,3,3,kaggle-only
6936381,Driverless cars,True,4,3,kaggle-only
001ab80,Driverless cars,True,4,3,kaggle-only
31c49e5,Driverless cars,True,3,3,kaggle-only
37102dc,Driverless cars,True,3,3,kaggle-only
b95a421,Driverless cars,True,2,3,kaggle-only
d03f666,Driverless cars,True,4,3,kaggle-only
52280f0,Driverless cars,True,3,3,kaggle-only
a0ba91c,Driverless cars,True,3,3,kaggle-only
52ebac3,Driverless cars,True,2,3,kaggle-only
ccc30f4,Driverless cars,True,2,3,kaggle-only
